"Akron, OH",10420,2012,4,128.06,( 0.72)
"Akron, OH",10420,2013,1,127.86,( 0.74)
"Akron, OH",10420,2013,2,128.40,( 0.74)
"Akron, OH",10420,2013,3,128.90,( 0.77)
"Akron, OH",10420,2013,4,129.66,( 0.83)
"Akron, OH",10420,2014,1,128.30,( 0.88)
"Akron, OH",10420,2014,2,131.62,( 0.84)
"Akron, OH",10420,2014,3,134.40,( 0.85)
"Akron, OH",10420,2014,4,133.87,( 0.87)
"Akron, OH",10420,2015,1,134.26,( 0.88)
"Akron, OH",10420,2015,2,137.85,( 0.89)
"Akron, OH",10420,2015,3,136.07,( 0.88)
"Akron, OH",10420,2015,4,139.75,( 0.93)
"Akron, OH",10420,2016,1,138.19,( 0.92)
"Akron, OH",10420,2016,2,141.04,( 0.91)
"Akron, OH",10420,2016,3,142.68,( 0.89)
"Akron, OH",10420,2016,4,141.92,( 0.91)
"Akron, OH",10420,2017,1,142.56,( 0.98)
"Akron, OH",10420,2017,2,146.49,( 0.93)
"Akron, OH",10420,2017,3,147.49,( 0.92)
"Akron, OH",10420,2017,4,149.23,( 0.94)
"Akron, OH",10420,2018,1,150.48,( 1.02)
"Akron, OH",10420,2018,2,152.05,( 0.91)
"Akron, OH",10420,2018,3,156.96,( 0.93)
"Akron, OH",10420,2018,4,154.85,( 0.93)
"Akron, OH",10420,2019,1,157.19,( 0.98)
"Akron, OH",10420,2019,2,160.56,( 0.92)
"Akron, OH",10420,2019,3,162.57,( 0.92)
"Akron, OH",10420,2019,4,164.22,( 0.94)
"Akron, OH",10420,2020,1,166.31,( 0.95)
"Akron, OH",10420,2020,2,167.38,( 0.91)
"Akron, OH",10420,2020,3,171.46,( 0.94)
"Akron, OH",10420,2020,4,175.90,( 0.96)
"Akron, OH",10420,2021,1,178.47,( 0.98)
"Akron, OH",10420,2021,2,186.52,( 1.05)
"Akron, OH",10420,2021,3,197.04,( 1.10)
"Akron, OH",10420,2021,4,200.75,( 1.14)
"Akron, OH",10420,2022,1,206.71,( 1.31)
"Akron, OH",10420,2022,2,219.14,( 1.47)
"Akron, OH",10420,2022,3,223.55,( 1.56)
"Akron, OH",10420,2022,4,221.58,( 1.73)
"Akron, OH",10420,2023,1,220.74,( 1.93)
"Akron, OH",10420,2023,2,230.50,( 1.77)
"Akron, OH",10420,2023,3,239.35,( 1.97)
"Akron, OH",10420,2023,4,239.55,( 2.10)
"Akron, OH",10420,2024,1,239.77,( 2.17)
"Akron, OH",10420,2024,2,255.53,( 2.14)
"Akron, OH",10420,2024,3,256.04,( 2.00)
"Albany, GA",10500,1975,1,-,-
"Albany, GA",10500,1975,2,-,-
"Albany, GA",10500,1975,3,-,-
"Albany, GA",10500,1975,4,-,-
"Albany, GA",10500,1976,1,-,-
"Albany, GA",10500,1976,2,-,-
"Albany, GA",10500,1976,3,-,-
"Albany, GA",10500,1976,4,-,-
"Albany, GA",10500,1977,1,-,-
"Albany, GA",10500,1977,2,-,-
"Albany, GA",10500,1977,3,-,-
"Albany, GA",10500,1977,4,-,-
"Albany, GA",10500,1978,1,-,-
"Albany, GA",10500,1978,2,-,-
"Albany, GA",10500,1978,3,-,-
"Albany, GA",10500,1978,4,-,-
"Albany, GA",10500,1979,1,-,-
"Albany, GA",10500,1979,2,-,-
"Albany, GA",10500,1979,3,-,-
"Albany, GA",10500,1979,4,-,-
"Albany, GA",10500,1980,1,-,-
"Albany, GA",10500,1980,2,-,-
"Albany, GA",10500,1980,3,-,-
"Albany, GA",10500,1980,4,-,-
"Albany, GA",10500,1981,1,-,-
"Albany, GA",10500,1981,2,-,-
"Albany, GA",10500,1981,3,-,-
"Albany, GA",10500,1981,4,-,-
"Albany, GA",10500,1982,1,-,-
"Albany, GA",10500,1982,2,-,-
"Albany, GA",10500,1982,3,-,-
"Albany, GA",10500,1982,4,-,-
"Albany, GA",10500,1983,1,-,-
"Albany, GA",10500,1983,2,-,-
"Albany, GA",10500,1983,3,-,-
"Albany, GA",10500,1983,4,-,-
"Albany, GA",10500,1984,1,-,-
"Albany, GA",10500,1984,2,-,-
"Albany, GA",10500,1984,3,-,-
"Albany, GA",10500,1984,4,-,-
"Albany, GA",10500,1985,1,-,-
"Albany, GA",10500,1985,2,-,-
"Albany, GA",10500,1985,3,-,-
"Albany, GA",10500,1985,4,-,-
"Albany, GA",10500,1986,1,84.51,( 1.79)
"Albany, GA",10500,1986,2,84.66,( 1.60)
"Albany, GA",10500,1986,3,89.00,( 1.82)
"Albany, GA",10500,1986,4,86.60,( 1.78)
"Albany, GA",10500,1987,1,87.32,( 1.69)
"Albany, GA",10500,1987,2,87.88,( 1.92)
"Albany, GA",10500,1987,3,86.95,( 1.96)
"Albany, GA",10500,1987,4,85.11,( 2.71)
"Albany, GA",10500,1988,1,90.10,( 2.55)
"Albany, GA",10500,1988,2,88.41,( 2.37)
"Albany, GA",10500,1988,3,88.83,( 3.30)
"Albany, GA",10500,1988,4,88.50,( 2.35)
"Albany, GA",10500,1989,1,82.62,( 2.37)
"Albany, GA",10500,1989,2,88.71,( 2.12)
"Albany, GA",10500,1989,3,87.10,( 2.24)
"Albany, GA",10500,1989,4,89.76,( 2.68)
"Albany, GA",10500,1990,1,87.23,( 2.34)
"Albany, GA",10500,1990,2,90.45,( 2.15)
"Albany, GA",10500,1990,3,93.94,( 2.16)
"Albany, GA",10500,1990,4,90.08,( 2.27)
"Albany, GA",10500,1991,1,91.36,( 2.67)
"Albany, GA",10500,1991,2,90.52,( 2.01)
"Albany, GA",10500,1991,3,93.41,( 2.10)
"Albany, GA",10500,1991,4,89.98,( 1.89)
"Albany, GA",10500,1992,1,92.57,( 1.71)
"Albany, GA",10500,1992,2,93.05,( 1.85)
"Albany, GA",10500,1992,3,94.33,( 1.75)
"Albany, GA",10500,1992,4,94.72,( 1.75)
"Albany, GA",10500,1993,1,96.14,( 2.06)
"Albany, GA",10500,1993,2,96.43,( 1.75)
"Albany, GA",10500,1993,3,97.13,( 1.85)
"Albany, GA",10500,1993,4,96.97,( 1.73)
"Albany, GA",10500,1994,1,97.00,( 1.93)
"Albany, GA",10500,1994,2,97.53,( 2.03)
"Albany, GA",10500,1994,3,101.16,( 2.10)
"Albany, GA",10500,1994,4,99.60,( 2.10)
"Albany, GA",10500,1995,1,100.00,( 0.00)
"Albany, GA",10500,1995,2,101.82,( 2.01)
"Albany, GA",10500,1995,3,102.56,( 1.84)
"Albany, GA",10500,1995,4,104.02,( 1.82)
"Albany, GA",10500,1996,1,104.46,( 1.89)
"Albany, GA",10500,1996,2,106.91,( 1.95)
"Albany, GA",10500,1996,3,108.84,( 1.98)
"Albany, GA",10500,1996,4,108.32,( 2.00)
"Albany, GA",10500,1997,1,109.48,( 2.06)
"Albany, GA",10500,1997,2,110.14,( 2.00)
"Albany, GA",10500,1997,3,111.34,( 2.03)
"Albany, GA",10500,1997,4,114.63,( 2.09)
"Albany, GA",10500,1998,1,113.97,( 1.92)
"Albany, GA",10500,1998,2,114.30,( 1.96)
"Albany, GA",10500,1998,3,116.85,( 2.05)
"Albany, GA",10500,1998,4,116.27,( 1.97)
"Albany, GA",10500,1999,1,118.22,( 2.04)
"Albany, GA",10500,1999,2,116.94,( 2.07)
"Albany, GA",10500,1999,3,118.60,( 2.15)
"Albany, GA",10500,1999,4,120.86,( 2.28)
"Albany, GA",10500,2000,1,122.45,( 2.24)
"Albany, GA",10500,2000,2,121.32,( 2.14)
"Albany, GA",10500,2000,3,122.75,( 2.13)
"Albany, GA",10500,2000,4,122.26,( 2.17)
"Albany, GA",10500,2001,1,126.06,( 2.12)
"Albany, GA",10500,2001,2,126.70,( 2.15)
"Albany, GA",10500,2001,3,127.57,( 2.16)
"Albany, GA",10500,2001,4,127.78,( 2.12)
"Albany, GA",10500,2002,1,128.14,( 2.17)
"Albany, GA",10500,2002,2,130.13,( 2.21)
"Albany, GA",10500,2002,3,131.61,( 2.20)
"Albany, GA",10500,2002,4,133.12,( 2.21)
"Albany, GA",10500,2003,1,132.72,( 2.21)
"Albany, GA",10500,2003,2,135.98,( 2.23)
"Albany, GA",10500,2003,3,135.76,( 2.24)
"Albany, GA",10500,2003,4,139.45,( 2.44)
"Albany, GA",10500,2004,1,139.09,( 2.40)
"Albany, GA",10500,2004,2,139.93,( 2.40)
"Albany, GA",10500,2004,3,141.29,( 2.44)
"Albany, GA",10500,2004,4,143.61,( 2.49)
"Albany, GA",10500,2005,1,144.08,( 2.53)
"Albany, GA",10500,2005,2,148.75,( 2.58)
"Albany, GA",10500,2005,3,149.44,( 2.57)
"Albany, GA",10500,2005,4,155.59,( 2.71)
"Albany, GA",10500,2006,1,154.71,( 2.70)
"Albany, GA",10500,2006,2,159.07,( 2.73)
"Albany, GA",10500,2006,3,157.99,( 2.73)
"Albany, GA",10500,2006,4,161.70,( 2.83)
"Albany, GA",10500,2007,1,163.89,( 2.86)
"Albany, GA",10500,2007,2,164.20,( 2.83)
"Albany, GA",10500,2007,3,165.89,( 2.85)
"Albany, GA",10500,2007,4,166.14,( 2.90)
"Albany, GA",10500,2008,1,170.36,( 2.94)
"Albany, GA",10500,2008,2,168.00,( 2.93)
"Albany, GA",10500,2008,3,164.51,( 2.90)
"Albany, GA",10500,2008,4,165.16,( 3.04)
"Albany, GA",10500,2009,1,165.66,( 2.85)
